dialogue;Enough excuses, Toad.;1488731202035
dialogue;I don't make the rules.;1488731234667
dialogue;Silence...;1488731269003
dialogue;What's going on here?;1488731388131
dialogue;This is your last warning.;1488731399115
dialogue;Say that word again.;1488731533675
dialogue;What are you doing here?;1488731560723
dialogue;[Throw him out];1488731624491
dialogue;How's your insurance?;1488731668043
dialogue;Thanks...;1488731756883
dialogue;Let her;1488731799683
dialogue;I'm trying to help you.;1488731875067
dialogue;This is about Fabletown.;1488731922067
dialogue;[give her some money];1488731997923
dialogue;That's harsh.;1488732115275
dialogue;Stay off the grass....;1488732174775
dialogue;Out pretty late.;1488732197467
dialogue;I'm staying out of it.;1488732226219
dialogue;Haven't seen her.;1488732397819
dialogue;C'mon, I'm tired.;1488732559732
dialogue;Tell you what I told Toad...;1488732621131
dialogue;[Take a Sip];1488732660028
dialogue;I was just hungry.;1488732677147
dialogue;My job;1488732729235
dialogue;Toad;1488732783556
dialogue;[Give Colin a Drink];1488732838708
dialogue;Where are we going?;1488732908147
dialogue;A working girl.;1488733008132
