dialogue;I'm looking at a 3 foot toad.;1488544250107
dialogue;Get it fixed.;1488544287731
dialogue;Silence...;1488544311915
dialogue;What's going on here?;1488544412763
dialogue;This is your last warning.;1488544423259
dialogue;SHUT UP!;1488544562531
dialogue;You need to leave.;1488544577651
dialogue;[Throw him out];1488544646971
dialogue;How's your insurance?;1488544693499
dialogue;Thanks...;1488544781251
dialogue;Stop her;1488544822000
dialogue;Stop changing the subject.;1488544895000
dialogue;This is about Fabletown.;1488544941211
dialogue;[give her some money];1488544976179
dialogue;...;1488545032675
dialogue;Don't make me come over there.;1488545221627
dialogue;Why did you hide?;1488545248171
dialogue;I'm staying out of it.;1488545282322
dialogue;Staying out of this.;1488545449570
dialogue;Yeah. Get out.;1488545625171
dialogue;Don't be dramatic.;1488545685579
dialogue;I just want some rest.;1488545717091
dialogue;Better to be feared...;1488545728370
dialogue;Don't need advice.;1488545777307
dialogue;...;1488545824146
dialogue;[Give Colin a Drink];1488545875906
dialogue;Where are we going?;1488545943762
dialogue;A working girl.;1488546043034
