dialogue;Enough excuses, Toad.;1488023495472
dialogue;I don't make the rules.;1488023532552
dialogue;[Head Upstairs];1488023563280
dialogue;Silence...;1488023605792
dialogue;What's going on here?;1488023664544
dialogue;[threaten him];1488023674816
dialogue;Be nice, or I'll make you wait outside.;1488023811480
dialogue;What happened?;1488023829856
dialogue;Are you alright?;1488023845056
dialogue;Why was he hitting you?;1488023860264
dialogue;[Throw him out];1488023898856
dialogue;Sorry about the car.;1488023944887
dialogue;What are you doing?;1488024034360
dialogue;Silence...;1488024117143
dialogue;Light her cigarette...;1488024117143
dialogue;Stop changing the subject.;1488024148888
dialogue;This is about Fabletown.;1488024196399
dialogue;[give her some money];1488024230527
dialogue;I clean up okay.;1488024287951
dialogue;Don't make me come over there.;1488024469751
dialogue;Why did you hide?;1488024495591
dialogue;Silence...;1488024529791
dialogue;Staying out of this.;1488024679871
dialogue;There's only the one.;1488024842703
dialogue;Don't be dramatic.;1488024902950
dialogue;[Take a Sip];1488024935047
dialogue;Better to be feared...;1488024952695
dialogue;My job;1488025001590
dialogue;There was a girl...;1488025052455
dialogue;[Give Colin a Drink];1488025104727
dialogue;What happened?;1488025173655
dialogue;A working girl.;1488025271774
