dialogue;Enough excuses, Toad.;1488630708402
dialogue;I don't make the rules.;1488630745290
dialogue;[Head Upstairs];1488630776945
dialogue;Everyone calm down!;1488630861474
dialogue;[threaten him];1488630872362
dialogue;SHUT UP!;1488631012122
dialogue;You need to leave.;1488631028138
dialogue;What happened?;1488631047282
dialogue;What's your name?;1488631062338
dialogue;[Throw him out];1488631105594
dialogue;Get off the street.;1488631152234
dialogue;What are you doing?;1488631243994
dialogue;Let her;1488631280794
dialogue;Light her cigarette...;1488631323394
dialogue;Stop changing the subject.;1488631356098
dialogue;...;1488631403666
dialogue;[give her some money];1488631433546
dialogue;I clean up okay.;1488631490778
dialogue;Stay off the grass....;1488631665242
dialogue;Why did you hide?;1488631686738
dialogue;I promise.;1488631717154
dialogue;Haven't seen her.;1488631912834
dialogue;C'mon, I'm tired.;1488632082875
dialogue;I won't.;1488632145394
dialogue;[Take a Sip];1488632176162
dialogue;Everyone hates me?;1488632193139
dialogue;My job;1488632244899
dialogue;There was a girl...;1488632297482
dialogue;[Give Colin a Drink];1488632350371
dialogue;Slow down;1488632420779
dialogue;Prostitute.;1488632518851
