dialogue;Enough excuses, Toad.;1488624757494
dialogue;I don't make the rules.;1488624795174
dialogue;Silence...;1488624827000
dialogue;Alright, why'd you hit her?;1488624952406
dialogue;This is your last warning.;1488624964510
dialogue;SHUT UP!;1488625119071
dialogue;What are you doing here?;1488625135334
dialogue;[Throw him out];1488625208055
dialogue;Get off the street.;1488625254518
dialogue;What are you doing?;1488625348126
dialogue;Let her;1488625385550
dialogue;I'm trying to help you.;1488625462654
dialogue;Are you sure?;1488625508822
dialogue;[give her some money];1488625548223
dialogue;Silence...;1488624596000
dialogue;Don't make me come over there.;1488625799359
dialogue;Out pretty late.;1488625826471
dialogue;I'm staying out of it.;1488625857383
dialogue;Haven't seen her.;1488626029359
dialogue;C'mon, I'm tired.;1488626183711
dialogue;I won't.;1488626243111
dialogue;[Take a Sip];1488626274000
dialogue;I was just hungry.;1488626290663
dialogue;Not my fault.;1488626343255
dialogue;There was a girl...;1488626386207
dialogue;[Give Colin a Drink];1488626438455
dialogue;What happened?;1488626509991
dialogue;A working girl.;1488626608551
