dialogue;I'm looking at a 3 foot toad.;1488724450967
dialogue;Get it fixed.;1488724488703
dialogue;[Head Upstairs];1488724512175
dialogue;What's going on here?;1488724597015
dialogue;This is your last warning.;1488724607622
dialogue;Say that word again.;1488724817463
dialogue;What happened?;1488724841135
dialogue;What are you doing here?;1488724856199
dialogue;What's your name?;1488724867647
dialogue;Will you excuse me a moment?;1488724911642
dialogue;How's your insurance?;1488724953443
dialogue;What are you doing?;1488725040951
dialogue;Let her;1488725076279
dialogue;Light her cigarette...;1488725118943
dialogue;Beautiful...;1488725151495
dialogue;He hit you.;1488725196367
dialogue;[give her some money];1488725238503
dialogue;I clean up okay.;1488725294967
dialogue;Don't make me come over there.;1488725453951
dialogue;Out pretty late.;1488725478231
dialogue;I promise.;1488725510079
dialogue;Haven't seen her.;1488725655007
dialogue;Yeah. Get out.;1488725816136
dialogue;I won't.;1488725874560
dialogue;I just want some rest.;1488725921319
dialogue;Everyone hates me?;1488725932336
dialogue;My job;1488725983104
dialogue;There was a girl...;1488726033704
dialogue;[Give Colin a Drink];1488726085327
dialogue;What happened?;1488726151744
dialogue;A working girl.;1488726252039
