dialogue;Silence...;1488551739408
dialogue;I don't make the rules.;1488551777633
dialogue;Silence...;1488551809137
dialogue;What's going on here?;1488551940360
dialogue;This is your last warning.;1488551952913
dialogue;SHUT UP!;1488552113169
dialogue;What are you doing here?;1488552131456
dialogue;HEY!;1488552207872
dialogue;Sorry about the car.;1488552250049
dialogue;Silence...;1488552345000
dialogue;Stop her;1488552382585
dialogue;Beautiful...;1488552462080
dialogue;Are you sure?;1488552510184
dialogue;[give her some money];1488552552561
dialogue;I clean up okay.;1488552609288
dialogue;Silence...;1488552781264
dialogue;Why did you hide?;1488552805745
dialogue;No. I can't do that.;1488552838448
dialogue;I did.;1488553051681
dialogue;Silence...;1488553226000
dialogue;Tell you what I told Toad...;1488553289072
dialogue;[Take a Sip];1488553328136
dialogue;Everyone hates me?;1488553347504
dialogue;Silence...;1488553401936
dialogue;There was a girl...;1488553454832
dialogue;[Give Colin a Drink];1488553508992
dialogue;Where are we going?;1488553579264
dialogue;...;1488553682097
