dialogue;Silence...;1488638613351
dialogue;I don't make the rules.;1488638652958
dialogue;So what have I walked into?;1488638685278
dialogue;I'm heading up.;1488638702310
dialogue;What's going on here?;1488638790870
dialogue;This is your last warning.;1488638804127
dialogue;SHUT UP!;1488638932879
dialogue;What are you doing here?;1488638950694
dialogue;What happened?;1488638962303
dialogue;What's your name?;1488638980550
dialogue;HEY!;1488639025455
dialogue;Sorry about the car.;1488639068943
dialogue;What are you doing?;1488639159343
dialogue;Stop her;1488639196191
dialogue;Light her cigarette...;1488639237487
dialogue;Beautiful...;1488639270583
dialogue;This is about Fabletown.;1488639317911
dialogue;[give her some money];1488639352031
dialogue;Don't make me come over there.;1488639593815
dialogue;Out pretty late.;1488639621799
dialogue;Silence...;1488639657151
dialogue;I did.;1488639875135
dialogue;Just a second ago.;1488639886511
dialogue;There's only the one.;1488640035071
dialogue;I won't.;1488640097392
dialogue;I just want some rest.;1488640131935
dialogue;Everyone hates me?;1488640145783
dialogue;Not my fault;1488640197920
dialogue;There was a girl...;1488640243111
dialogue;[Give Colin a Drink];1488640296000
dialogue;What happened?;1488640368000
dialogue;A working girl.;1488640469000
