dialogue;Enough excuses, Toad.;1488221858884
dialogue;...;1488221896412
dialogue;[Head Upstairs];1488221923060
dialogue;Silence...;1488221964828
dialogue;Everyone calm down!;1488222025556
dialogue;You're drunk...;1488222036844
dialogue;SHUT UP!;1488222171989
dialogue;What happened?;1488222186885
dialogue;Are you alright?;1488222202157
dialogue;Are you hurt?;1488222213165
dialogue;HEY!;1488222248140
dialogue;How's your insurance?;1488222289468
dialogue;What are you doing?;1488222376636
dialogue;Stop her;1488222412597
dialogue;Light her cigarette...;1488222451725
dialogue;Stop changing the subject.;1488222484245
dialogue;He hit you.;1488222529949
dialogue;[give her some money];1488222572573
dialogue;I clean up okay.;1488222629397
dialogue;Don't make me come over there.;1488222793837
dialogue;Why did you hide?;1488222819157
dialogue;I'm staying out of it.;1488222852365
dialogue;Staying out of this.;1488223024157
dialogue;C'mon, I'm tired.;1488223195669
dialogue;Tell you what I told Toad...;1488223255605
dialogue;[Take a Sip];1488223292789
dialogue;Better to be feared...;1488223308325
dialogue;Don't need advice.;1488223356517
dialogue;There was a girl...;1488223402485
dialogue;[Give Colin a Drink];1488223455909
dialogue;Slow down;1488223524229
dialogue;A working girl.;1488223622445
