dialogue;Enough excuses, Toad.;1488119512768
dialogue;Get it fixed.;1488119547953
dialogue;[Head Upstairs];1488119571560
dialogue;Everyone calm down!;1488119684064
dialogue;You're drunk...;1488119695736
dialogue;SHUT UP!;1488119891464
dialogue;What are you doing here?;1488119909192
dialogue;What's your name?;1488119933656
dialogue;Silence...;1488119977152
dialogue;[Throw him out];1488119977152
dialogue;Sorry about the car.;1488120022520
dialogue;Leave him alone.;1488120111432
dialogue;Let her;1488120149408
dialogue;Light her cigarette...;1488120192824
dialogue;Stop changing the subject.;1488120224712
dialogue;He hit you.;1488120272008
dialogue;[give her some money];1488120315232
dialogue;Silence...;1488120386624
dialogue;Come on out.;1488120591255
dialogue;Silence...;1488120619000
dialogue;I promise.;1488120642015
dialogue;Haven't seen her.;1488120807119
dialogue;Yeah. Get out.;1488121069047
dialogue;Don't be dramatic;1488121127319
dialogue;[Take a Sip];1488121158023
dialogue;Everyone hates me?;1488121173799
dialogue;My job;1488121225647
dialogue;There was a girl...;1488121276943
dialogue;[Give Colin a Drink];1488121329000
dialogue;Where are we going?;1488121396000
dialogue;A working girl.;1488121493000
