dialogue;Silence...;1488029423939
dialogue;Get it fixed.;1488029423939
dialogue;[Head Upstairs];1488029448075
dialogue;What's going on here?;1488029533027
dialogue;[threaten him];1488029544931
dialogue;Say that word again.;1488029687115
dialogue;You need to leave.;1488029712794
dialogue;Will you excuse me a moment?;1488029779450
dialogue;Sorry about the car.;1488029819755
dialogue;What are you doing?;1488029909610
dialogue;Let her;1488029946482
dialogue;Stop changing the subject.;1488030021890
dialogue;He hit you.;1488030069706
dialogue;Wish I could help.;1488030113090
dialogue;I clean up okay.;1488030154826
dialogue;Come on out.;1488030314106
dialogue;Why did you hide?;1488030336834
dialogue;I'm staying out of it.;1488030368250
dialogue;Staying out of this.;1488030537370
dialogue;There's only the one.;1488030695097
dialogue;Don't be dramatic.;1488030755250
dialogue;[Take a Sip];1488030788282
dialogue;Better to be feared...;1488030805153
dialogue;Don't need advice.;1488030853977
dialogue;There was a girl...;1488030900913
dialogue;[Give Colin a Drink];1488030953705
dialogue;What happened?;1488031020569
dialogue;A working girl.;1488031119921
