dialogue;Enough excuses, Toad.;1488034344734
dialogue;Get it fixed.;1488034384614
dialogue;What do you want me to do?;1488034408590
dialogue;What's going on here?;1488034564774
dialogue;This is your last warning.;1488034574774
dialogue;Be nice, or I'll make you wait outside.;1488034699686
dialogue;What happened?;1488034717198
dialogue;Will you excuse me a moment?;1488034787198
dialogue;How's your insurance?;1488034830253
dialogue;Leave him alone.;1488034917774
dialogue;Stop her;1488034954470
dialogue;I'm trying to help you.;1488035032678
dialogue;This is about Fabletown.;1488035079974
dialogue;[give her some money];1488035117230
dialogue;Silence...;1488035174000
dialogue;Don't make me come over there.;1488035341949
dialogue;Why did you hide?;1488035368229
dialogue;I'm staying out of it.;1488035400469
dialogue;...;1488035609245
dialogue;C'mon, I'm tired.;1488035775541
dialogue;Don't be dramatic.;1488035835549
dialogue;I just want some rest.;1488035869725
dialogue;...;1488035882581
dialogue;My job;1488035929541
dialogue;There was a girl...;1488035981533
dialogue;[Give Colin a Drink];1488036035061
dialogue;What happened?;1488036108116
dialogue;Just a girl.;1488036209933
